Grain #,,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
202,,250.5,17.859073490978144,65.23109424804206,20.599954871719433,16.348056412248717,72.08326112068524,1,198.41616766467067,224
203,,140.5,13.374982468597496,4.556632397907773,13.806768119156938,13.047106703822243,46.54163056034261,67,206.8932384341637,235
204,,119.25,12.322086499845234,88.36075912310383,16.08464080475729,11.347213889216924,52.16295090390226,48,192.58490566037736,224
205,,49.75,7.958873497585845,38.15008813041289,9.133857441193399,7.072580825845346,28.17766952966369,58,200.48743718592965,229
206,,36.0,6.770275002573076,-34.86985258734137,9.320668269268502,5.404879293263183,24.727922061357855,62,186.5,223
207,,65.0,9.09728368293446,-88.49717959777107,10.045792868976275,8.453428180359095,32.00609665440988,57,202.73846153846154,233
208,,151.75,13.900147514093545,55.72613643324608,16.831671767452413,13.0608121110763,54.612698372208094,47,201.86326194398683,229
209,,99.75,11.269678104867614,-40.32437760875105,12.918380280680092,10.074483729084246,41.05939751330899,28,198.28571428571428,229
210,,114.0,12.047792665040703,22.51294210875679,15.57104747742869,10.449904777045633,46.8700576850888,62,205.41666666666666,228
211,,150.0,13.81976597885342,-26.85016274213869,16.635158828653953,11.871037662727755,50.7842712474619,21,200.13333333333333,226
212,,35.75,6.746726148605861,-52.08018620294113,8.881068783987335,5.313094150054844,25.227922061357855,86,199.5034965034965,237
213,,97.25,11.127557940783529,34.830705743337184,13.297138661614008,9.461758119138933,40.248737341529164,33,198.3650385604113,227
214,,32.5,6.432750982580687,-1.1765536227670026,7.316253825382367,5.917040212286926,22.81370849898476,53,192.13846153846154,231
215,,54.75,8.349243383340204,22.752820147624895,9.29154899939912,7.851540226163762,30.384776310850235,64,192.35616438356163,225
216,,48.0,7.817640190446719,-17.986798008917432,10.27537625168685,6.031562859256197,27.970562748477143,33,185.6875,224
217,,48.25,7.837972188868215,-89.5229731856648,10.036220751052277,6.330892568355462,28.97056274847714,40,191.58031088082902,224
218,,14.0,4.222008245644752,2.6901243195139815,5.137485730519923,3.7181114310362107,13.778174593052022,135,214.92857142857142,235
219,,45.75,7.632215220473915,-13.22417133798828,11.808696858716278,5.217007254014454,30.470562748477143,37,185.7431693989071,227
220,,208.0,16.273715780512877,2.65719018856618,18.571131509147534,14.525594634908558,54.541630560342625,89,208.38341346153845,234
221,,51.25,8.07796550300118,60.28320173813067,8.573150247975516,7.940361447556679,27.020815280171306,102,201.05365853658537,227
222,,90.75,10.749255261864239,-21.204917030823633,14.078495060588036,8.410553621475815,39.662950903902264,41,194.56473829201101,222
223,,62.5,8.920620580763856,37.77137042258712,13.050360934909254,6.57282766156199,38.316756826189696,52,198.216,229
224,,110.75,11.87481703351337,-2.402401947517898,13.911919480789964,10.376987065401162,43.02386360737625,56,203.1331828442438,229
225,,30.5,6.231677632421503,-82.61851537907563,7.551784425947225,5.23796592213899,21.727922061357855,85,199.47540983606558,226
226,,43.5,7.442171739215616,88.39761441092965,8.694627155091588,6.553697811213383,26.899494936611664,49,193.33908045977012,229
227,,45.5,7.611333607551958,-40.875875817858336,9.319257935392859,6.371551429300085,26.227922061357855,52,194.9945054945055,217
228,,25.5,5.698035485213008,-37.367885697092056,6.1301733987775275,5.588852860148065,19.31370849898476,49,198.18627450980392,227
