,Area,equivalent_diameter,orientation,MajorAxisLength,MinorAxisLength,Perimeter,MinIntensity,MeanIntensity,MaxIntensity
10,288629.79993200005,606.2135556570975,4.074876846206241,723.8650308042412,581.6537736337015,8580.869217776213,0,4.860479730805733,251
11,225.078672,16.92864630934426,-16.52305151154244,21.13803168419187,14.017176929924448,63.08480673782142,6,80.09249084249085,145
12,235.38447200000002,17.311869279976865,-51.58228426740738,18.56923467639472,16.253779513955983,60.06259490855188,20,151.8309982486865,254
13,228.37652800000004,17.052214710673717,29.13614398566692,19.77375282753683,15.03625329289288,66.6711774390431,6,78.25631768953069,142
14,344.21372,20.934815980667153,-2.220193031672173,24.97666034048995,18.93419685253633,85.72581292685173,5,106.72035928143713,205
15,305.05168000000003,19.707964434814077,-84.67317015459038,25.730544492894204,15.251592255317142,71.78870082318664,10,118.01283783783784,199
16,270.424192,18.55572081885946,-66.67962542234007,21.669016121913756,16.495353118759972,70.38107152440833,10,130.17073170731706,234
17,297.21927200000005,19.453311557876116,-1.2095173368771754,23.68328214404677,16.246773060972437,68.79875378050403,32,116.68169209431345,225
18,193.74904,15.706334374464172,72.46584784331233,20.36997483265806,12.481548255073257,59.654224207330174,23,179.52978723404254,255
19,54.00239200000001,8.292043234612914,26.760363728323245,10.677474835709843,10.01570573549221,45.80054195123449,15,106.22137404580153,156
20,243.21688000000003,17.597538167684327,43.641909404529315,20.150312298289183,16.54624092255437,76.36373349087566,8,80.87542372881356,155
21,218.68907600000003,16.686628765715184,-2.3333392786637184,21.08240264916548,13.326346338181244,61.75507152440834,5,83.1875589066918,155
22,292.272488,19.29074621573083,17.91949362220737,24.01124156478374,16.31266468055264,87.8722895427082,4,66.30183356840621,124
23,184.47382000000002,15.325774453265204,-1.04986628113095,16.988978644390947,15.504775434440608,67.25146870428873,11,66.75418994413408,115
24,82.240284,10.232867719219794,-41.1208039124164,12.321884510049555,8.795377096446089,38.1738005487911,33,81.81453634085213,139
25,195.39796800000002,15.773028238689486,13.563409787686938,22.388379704265983,11.579568832246709,62.066647865869264,16,90.39978902953587,140
26,222.60528000000002,16.835374820978696,86.86025710216364,18.692854613096653,16.111697260318174,68.07880673782142,10,146.21574074074073,255
27,292.06637200000006,19.283942919375455,-12.447839304379006,22.473934081103152,17.344178717638712,72.66720391770181,18,114.03528581510233,204
28,190.03895200000002,15.55522769767217,-60.222854312737894,20.256743845552656,12.54483789413533,64.82568053355827,9,91.2060737527115,148
29,193.95515600000002,15.71468658689945,16.28613047382609,18.981691844859604,13.065227152084411,55.97659490855187,35,95.65037194473963,147
30,111.30264000000001,11.904407699731294,8.327299169047683,13.595709350080762,10.979985520354465,46.018091814036715,48,123.81296296296296,202
31,200.13863600000002,15.963221034132067,-11.560414505702948,19.92244325151883,12.961122638325863,58.246594908551884,15,87.10092687950566,148
32,220.956352,16.77290568228482,-18.687753150315324,23.103055458799986,13.552661549266668,68.0331774390431,8,82.30503731343283,143
33,132.532588,12.99021678062737,4.751382359579427,15.961495649762968,13.458116519670908,63.2728596951388,33,129.55676516329706,225
34,87.59930000000001,10.561008136116502,-52.00648879779595,14.959656659154728,10.090912395678574,54.72475378050404,8,76.78117647058824,144
